user_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163
23622,<b>,310,110,110,<e>,<b>,300,110,<e>,<b>,300,310,110,<e>,<b>,300,110,<e>,<b>,210,998,110,<e>,<b>,999,110,<e>,<b>,310,110,<e>,<b>,300,110,<e>,<b>,310,110,<e>,<b>,300,110,<e>,<b>,300,310,110,<e>,<b>,210,110,<e>,<b>,300,110,<e>,<b>,310,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23623,<b>,310,310,310,110,<e>,<b>,310,310,310,310,310,310,310,310,200,110,200,110,200,110,<e>,<b>,310,310,110,310,110,310,110,200,200,110,<e>,<b>,200,200,200,200,200,200,200,200,200,110,210,110,110,<e>,<b>,210,200,200,110,<e>,<b>,200,110,310,210,310,310,310,110,<e>,<b>,310,310,310,110,999,310,310,310,310,110,<e>,<b>,310,310,310,310,310,110,310,310,110,<e>,<b>,210,110,200,200,200,110,<e>,<b>,310,200,310,310,110,<e>,<b>,310,310,310,310,210,110,<e>,<b>,310,310,200,110,200,110,<e>,<b>,310,310,310,310,110,310,110.0,<e>,<b>,310,310.0,310.0,310.0,310,110,200.0,110.0,<e>,<b>,310.0,310,310,310.0,210.0,110.0,<e>,<b>,310.0,310,310.0,110.0,200.0,110.0,<e>,<b>,998.0,110.0,<e>,<b>,200.0,110.0,200.0,110.0,<e>
23625,<b>,300,110,<e>,<b>,200,110,<e>,<b>,300,110,<e>,<b>,200,110,110,<e>,<b>,300,110,<e>,<b>,200,110,<e>,<b>,300,110,<e>,<b>,210,200,110,<e>,<b>,999,300,110,<e>,<b>,300,110,<e>,<b>,200,110,<e>,<b>,300,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23630,<b>,300,200,200,110,<e>,<b>,300,200,110,<e>,<b>,300,110,<e>,<b>,200,110,<e>,<b>,998,110,<e>,<b>,300,998,200,110,<e>,<b>,300,310,300,200,110,<e>,<b>,300,310,200,110,<e>,<b>,200,110,<e>,<b>,300,110,998,110,<e>,<b>,998,110,<e>,<b>,200,110,<e>,<b>,300,110,310,200,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,300,998,200,110,<e>,<b>,300,998,200,110,<e>,<b>,998,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23636,<b>,310,310,110,110,<e>,<b>,310,110,<e>,<b>,310,310,110,<e>,<b>,210,200,110,<e>,<b>,310,310,110,<e>,<b>,300,310,310,110,<e>,<b>,310,310,300,110,110,<e>,<b>,210,110,<e>,<b>,310,310,110,<e>,<b>,310,110,<e>,<b>,300,310,110,<e>,<b>,310,110,<e>,<b>,310,210,310,310,110,<e>,<b>,310,210,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23643,<b>,300,210,110,<e>,<b>,210,110,<e>,<b>,210,110,210,210,110,110,200,110,<e>,<b>,210,210,300,210,300,110,<e>,<b>,200,998,110,200,110,<e>,<b>,210,110,<e>,<b>,210,210,110,<e>,<b>,210,400,110,210,210,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23644,<b>,300,200,300,110,200,110,<e>,<b>,300,300,110,<e>,<b>,300,200,110,<e>,<b>,210,210,110,<e>,<b>,210,200,998,200,200,200,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,998,210,200,110,<e>,<b>,300,110,<e>,<b>,210,200,210,200,110,<e>,<b>,300,110,<e>,<b>,300,200,300,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,998,200,200,200,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23646,<b>,300,110,<e>,<b>,300,300,110,<e>,<b>,310,310,300,110,<e>,<b>,200,110,210,110,<e>,<b>,200,110,998,110,210,210,200,110,<e>,<b>,300,998,110,300,110,<e>,<b>,300,200,110,<e>,<b>,300,998,210,110,<e>,<b>,200,200,110,200,210,110,<e>,<b>,998,210,110,<e>,<b>,200,110,200,110,<e>,<b>,200,110,998,110,210,210,110,<e>,<b>,998,210,300,110,<e>,<b>,998,210,300,110,<e>,<b>,310,300,110,<e>,<b>,998,310,110,<e>,<b>,300,110,<e>,<b>,200,110,200,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23649,<b>,200,200,110,<e>,<b>,300,300,110,110,110,<e>,<b>,210,200,110,<e>,<b>,200,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,300,110,110,<e>,<b>,200,110,<e>,<b>,200,110,<e>,<b>,200,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23652,<b>,300,110,<e>,<b>,300,110,<e>,<b>,200,300,110,<e>,<b>,300,110,<e>,<b>,310,310,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,310,300,110,<e>,<b>,200,400,210,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,200,300,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23654,<b>,200,110,<e>,<b>,200,110,200,110,<e>,<b>,310,110,<e>,<b>,200,110,<e>,<b>,310,200,110,<e>,<b>,310,210,110,110,<e>,<b>,310,210,110,210,110,<e>,<b>,200,310,200,110,<e>,<b>,310,200,210,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23656,<b>,310,110,<e>,<b>,200,110,200,110,<e>,<b>,300,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23657,<b>,210,200,998,998,110,<e>,<b>,310,310,310,110,<e>,<b>,998,200,200,200,200,200,110,110,110,110,<e>,<b>,998,998,998,998,110,110,110,110,<e>,<b>,310,310,310,998,110,200,110,110,<e>,<b>,300,300,300,300,110,110,110,200,110,110,200,998,200,110,<e>,<b>,310,110,<e>,<b>,310,110,<e>,<b>,200,110,<e>,<b>,998,110,<e>,<b>,310,200,110,<e>,<b>,200,110,<e>,<b>,998,110,<e>,<b>,200,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23663,<b>,300,110,<e>,<b>,300,110,<e>,<b>,300,200,110,<e>,<b>,210,210,210,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,998,110,<e>,<b>,300,110,<e>,<b>,300,200,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,210,210,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23664,<b>,300,310,310,210,110,<e>,<b>,310,210,110,<e>,<b>,300,110,<e>,<b>,998,110,<e>,<b>,210,210,110,<e>,<b>,300,310,110,<e>,<b>,998,300,110,<e>,<b>,200,210,998,998,200,110,<e>,<b>,300,110,<e>,<b>,998,110,<e>,<b>,200,110,<e>,<b>,300,200,110,<e>,<b>,200,110,<e>,<b>,998,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23666,<b>,200,110,210,110,200,110,<e>,<b>,300,200,300,310,300,110,<e>,<b>,300,110,<e>,<b>,200,110,200,200,110,<e>,<b>,200,110,200,110,<e>,<b>,300,310,300,200,110,<e>,<b>,300,310,300,110,<e>,<b>,200,110,200,110,<e>,<b>,300,310,300,200,110,<e>,<b>,300,310,300,200,110,<e>,<b>,200,110,200,110,<e>,<b>,200,110,<e>,<b>,300,310,300,200,110,<e>,<b>,300,310,300,200,200,110,<e>,<b>,200,110,200,110,<e>,<b>,300,310,300,110,<e>,<b>,300,310,300,200,300,300,110,<e>,<b>,200,110,200,110,200,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23667,<b>,300,110,<e>,<b>,300,300,300,300,110,110,110,110,110,<e>,<b>,210,200,210,110,<e>,<b>,210,999,110,<e>,<b>,300,110,<e>,<b>,300,110,110,<e>,<b>,300,110,<e>,<b>,210,110,210,110,<e>,<b>,300,110,<e>,<b>,210,110,998,110,<e>,<b>,300,110,<e>,<b>,300,110,210,110,<e>,<b>,300,300,210,110,<e>,<b>,300,110,<e>,<b>,300,210,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23669,<b>,300,998,110,<e>,<b>,300,998,110,<e>,<b>,210,210,200,110,<e>,<b>,210,200,110,<e>,<b>,300,998,110,<e>,<b>,300,998,210,200,110,<e>,<b>,300,998,110,<e>,<b>,300,998,110,<e>,<b>,998,210,110,200,110,<e>,<b>,998,110,<e>,<b>,300,998,110,<e>,<b>,300,998,110,<e>,<b>,300,110,<e>,<b>,998,998,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23673,<b>,300,200,200,998,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,200,110,<e>,<b>,210,110,<e>,<b>,300,998,110,<e>,<b>,300,110,<e>,<b>,300,210,110,<e>,<b>,300,998,110,<e>,<b>,300,200,210,110,<e>,<b>,300,110,<e>,<b>,300,998,110,<e>,<b>,300,998,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23674,<b>,300,210,110,<e>,<b>,300,110,<e>,<b>,210,210,110,110,<e>,<b>,310,210,110,<e>,<b>,300,210,110,<e>,<b>,300,300,110,110,<e>,<b>,300,200,110,<e>,<b>,200,210,110,<e>,<b>,310,200,110,<e>,<b>,300,210,110,<e>,<b>,300,210,998,110,<e>,<b>,300,210,110,<e>,<b>,300,310,210,110,<e>,<b>,310,210,210,210,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23675,<b>,310,300,110,<e>,<b>,310,110,<e>,<b>,310,300,110,<e>,<b>,310,110,200,110,<e>,<b>,310,110,200,110,200,110,<e>,<b>,200,110,200,110,<e>,<b>,300,110,<e>,<b>,300,210,310,300,110,<e>,<b>,998,310,110,200,110,<e>,<b>,998,200,110,<e>,<b>,200,110,998,110,<e>,<b>,200,110,200,110,<e>,<b>,300,110,200,110,<e>,<b>,300,110,<e>,<b>,200,110,210,110,<e>,<b>,300,110,200,110,<e>,<b>,300,110,<e>,<b>,310,110,200,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23677,<b>,300,300,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,998,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23679,<b>,300,110,<e>,<b>,300,110,<e>,<b>,300,200,110,<e>,<b>,200,200,110,<e>,<b>,200,200,200,200,110,<e>,<b>,300,200,110,<e>,<b>,300,110,<e>,<b>,300,200,200,110,<e>,<b>,200,210,200,110,<e>,<b>,300,110,<e>,<b>,998,998,200,200,200,110,<e>,<b>,200,110,310,200,110,<e>,<b>,300,200,200,200,110,<e>,<b>,300,310,110,<e>,<b>,300,200,110,<e>,<b>,300,200,200,110,<e>,<b>,300,200,200,200,200,110,<e>,<b>,998,200,200,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23682,<b>,210,110,310,310,210,110,<e>,<b>,998,310,310,310,110,<e>,<b>,998,210,200,999,110,<e>,<b>,998,310,310,210,110,<e>,<b>,998,110,310,310,210,110,<e>,<b>,310,310,310,210,110,<e>,<b>,998,310,310,210,110,<e>,<b>,310,310,110,210,110,<e>,<b>,200,110,310,310,310,210,110,<e>,<b>,210,110,110,310,110,<e>,<b>,998,210,310,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23683,<b>,200,110,<e>,<b>,200,110,<e>,<b>,998,998,210,110,<e>,<b>,998,110,<e>,<b>,999,110,<e>,<b>,998,110,<e>,<b>,210,110,<e>,<b>,998,200,110,<e>,<b>,998,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23684,<b>,300,110,<e>,<b>,998,210,210,210,200,110,<e>,<b>,300,110,<e>,<b>,300,110,110,<e>,<b>,210,110,<e>,<b>,300,110,<e>,<b>,200,210,110,<e>,<b>,200,110,<e>,<b>,310,110,<e>,<b>,300,210,110,<e>,<b>,998,998,998,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23686,<b>,310,110,<e>,<b>,310,110,<e>,<b>,200,110,110,<e>,<b>,200,110,<e>,<b>,200,110,<e>,<b>,310,110,<e>,<b>,310,110,<e>,<b>,310,110,<e>,<b>,200,110,<e>,<b>,310,110,<e>,<b>,310,110,<e>,<b>,310,110,<e>,<b>,200,110,<e>,<b>,310,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23687,<b>,300,210,300,110,<e>,<b>,300,110,998,110,<e>,<b>,300,998,110,<e>,<b>,300,110,<e>,<b>,200,110,<e>,<b>,300,310,300,998,110,<e>,<b>,300,310,300,998,998,110,<e>,<b>,300,210,300,110,<e>,<b>,998,110,<e>,<b>,300,310,300,210,300,998,110,<e>,<b>,300,210,300,110,<e>,<b>,998,110,<e>,<b>,300,210,300,200,110,<e>,<b>,300,210,300,110,<e>,<b>,300,210,300,200,110,<e>,<b>,300,210,300,998,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23688,<b>,200,110,<e>,<b>,998,200,200,110,<e>,<b>,998,110,200,110,<e>,<b>,998,998,998,210,210,210,110,<e>,<b>,998,200,110,<e>,<b>,998,200,110,<e>,<b>,200,110,<e>,<b>,998,998,110,210,110,110,<e>,<b>,998,200,110,<e>,<b>,998,998,110,<e>,<b>,200,200,110,210,110,110,<e>,<b>,200,110,<e>,<b>,200,110,<e>,<b>,200,200,110,<e>,<b>,200,110,<e>,<b>,999,200,110,200,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23689,<b>,300,210,300,110,<e>,<b>,300,210,300,110,<e>,<b>,300,210,300,210,110,<e>,<b>,200,200,110,200,200,110,<e>,<b>,300,210,300,310,300,110,<e>,<b>,300,310,310,300,110,<e>,<b>,300,210,110,<e>,<b>,200,200,110,<e>,<b>,210,110,<e>,<b>,300,210,300,110,<e>,<b>,300,110,<e>,<b>,300,210,300,110,<e>,<b>,200,210,110,200,110,200,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23693,<b>,310,310,200,200,200,110,<e>,<b>,310,310,210,310,200,210,110,<e>,<b>,210,310,110,<e>,<b>,310,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23694,<b>,300,110,<e>,<b>,310,300,998,110,<e>,<b>,300,200,110,<e>,<b>,210,200,110,210,200,200,200,110,<e>,<b>,310,300,310,200,210,110,<e>,<b>,300,200,110,<e>,<b>,300,200,200,210,110,<e>,<b>,210,200,110,110,200,110,<e>,<b>,310,300,110,<e>,<b>,300,110,<e>,<b>,200,110,<e>,<b>,300,210,110,<e>,<b>,300,110,<e>,<b>,300,210,200,110,<e>,<b>,998,210,200,110,200,110,200,200,110,<e>,<b>,310,300,110,<e>,<b>,200,110,200,210,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23695,<b>,200,210,200,200,210,200,110,<e>,<b>,200,998,998,998,998,210,110,<e>,<b>,310,998,200,110,<e>,<b>,200,210,200,200,200,200,200,200,210,110,110,<e>,<b>,200,200,200,200,200,200,200,200,200,210,210,110,110,<e>,<b>,310,310,200,110,<e>,<b>,200,200,200,210,110,110,<e>,<b>,200,110,<e>,<b>,200,110,<e>,<b>,310,110,210,110,<e>,<b>,200,110,<e>,<b>,998,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23696,<b>,300,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,998,998,110,<e>,<b>,300,300,300,110,<e>,<b>,200,200,200,110,110,<e>,<b>,300,310,110,110,<e>,<b>,998,110,<e>,<b>,200,200,110,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,210,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
