user_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163
23701,<b>,300,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,200,210,110,<e>,<b>,210,110,<e>,<b>,300,310,110,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,998,110,<e>,<b>,300,999,210,110,<e>,<b>,210,110,<e>,<b>,210,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,998,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23702,<b>,300,110,<e>,<b>,300,110,<e>,<b>,200,110,<e>,<b>,200,210,110,<e>,<b>,300,110,<e>,<b>,310,110,<e>,<b>,998,210,110,<e>,<b>,310,310,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,200,110,998,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23703,<b>,300,110,<e>,<b>,200,200,200,110,210,998,110,<e>,<b>,310,110,<e>,<b>,310,110,<e>,<b>,200,200,200,110,<e>,<b>,300,210,110,<e>,<b>,300,210,110,<e>,<b>,300,110,<e>,<b>,210,110,<e>,<b>,200,110,<e>,<b>,300,200,200,200,210,110,<e>,<b>,998,210,210,210,110,<e>,<b>,200,200,200,110,<e>,<b>,300,210,110,<e>,<b>,300,110,<e>,<b>,300,310,110,<e>,<b>,300,200,210,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23704,<b>,200,110,<e>,<b>,998,110,<e>,<b>,998,110,<e>,<b>,998,110,998,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23706,<b>,310,110,<e>,<b>,300,110,<e>,<b>,300,310,110,<e>,<b>,300,310,110,<e>,<b>,300,110,<e>,<b>,210,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23708,<b>,300,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,998,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,998,110,<e>,<b>,300,110,<e>,<b>,999,110,998,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23711,<b>,300,110,<e>,<b>,310,200,110,<e>,<b>,300,110,<e>,<b>,300,200,110,<e>,<b>,300,110,<e>,<b>,310,200,110,<e>,<b>,300,110,<e>,<b>,310,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,210,200,300,110,<e>,<b>,210,210,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,310,200,110,998,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23716,<b>,310,200,110,<e>,<b>,310,200,200,110,998,110,<e>,<b>,310,200,110,<e>,<b>,310,110,<e>,<b>,998,998,999,998,110,<e>,<b>,310,200,998,110,310,110,<e>,<b>,310,200,999,110,<e>,<b>,310,110,<e>,<b>,998,200,110,<e>,<b>,310,110,998,110,<e>,<b>,310,200,998,110,<e>,<b>,310,210,110,<e>,<b>,310,210,310,200,110,<e>,<b>,998,110,310,200,200,998,200,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23718,<b>,300,110,<e>,<b>,300,110,<e>,<b>,999,200,110,<e>,<b>,210,210,110,<e>,<b>,300,200,110,<e>,<b>,300,110,<e>,<b>,300,200,200,110,<e>,<b>,300,110,<e>,<b>,300,998,110,<e>,<b>,300,998,110,<e>,<b>,998,200,210,998,110,<e>,<b>,300,200,210,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23720,<b>,200,110,<e>,<b>,200,110,<e>,<b>,210,110,200,110,<e>,<b>,200,200,200,110,210,110,<e>,<b>,998,110,<e>,<b>,310,110,<e>,<b>,200,110,998,110,<e>,<b>,210,110,<e>,<b>,200,110,<e>,<b>,200,110,<e>,<b>,200,110,200,110,<e>,<b>,200,110,200,110,<e>,<b>,310,110,<e>,<b>,200,200,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23721,<b>,300,110,<e>,<b>,300,110,<e>,<b>,210,210,210,210,110,<e>,<b>,210,210,210,999,210,110,<e>,<b>,300,110,<e>,<b>,300,310,200,110,<e>,<b>,300,110,<e>,<b>,300,310,110,<e>,<b>,200,110,200,210,210,110,<e>,<b>,300,210,110,<e>,<b>,300,210,110,<e>,<b>,300,110,<e>,<b>,300,210,110,<e>,<b>,300,110,310,110,<e>,<b>,200,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23724,<b>,310,110,<e>,<b>,200,200,110,110,<e>,<b>,310,110,<e>,<b>,310,300,110,<e>,<b>,310,210,310,310,999,310,110,<e>,<b>,310,110,<e>,<b>,310,310,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23726,<b>,310,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,998,200,110,210,110,<e>,<b>,998,110,<e>,<b>,998,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,200,110,210,110,<e>,<b>,300,110,<e>,<b>,200,200,110,200,110,<e>,<b>,998,110,<e>,<b>,310,300,110,<e>,<b>,300,110,200,110,<e>,<b>,300,110,<e>,<b>,998,200,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23727,<b>,300,210,110,<e>,<b>,300,110,<e>,<b>,300,310,110,<e>,<b>,200,110,<e>,<b>,200,110,<e>,<b>,999,110,<e>,<b>,300,310,110,<e>,<b>,210,110,<e>,<b>,300,110,<e>,<b>,300,310,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23728,<b>,210,200,110,<e>,<b>,210,210,110,<e>,<b>,310,200,110,<e>,<b>,210,200,200,210,210,110,<e>,<b>,300,200,110,200,110,<e>,<b>,300,200,110,<e>,<b>,300,300,300,200,110,<e>,<b>,310,210,300,110,<e>,<b>,210,200,200,110,<e>,<b>,300,110,<e>,<b>,310,200,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23730,<b>,200,110,<e>,<b>,210,110,110,<e>,<b>,300,310,300,110,110,110,<e>,<b>,300,310,300,200,110,<e>,<b>,300,310,300,110,<e>,<b>,300,200,110,<e>,<b>,300,310,300,110,<e>,<b>,200,110,210,110,<e>,<b>,210,200,110,210,210,110,<e>,<b>,300,310,300,110,<e>,<b>,300,310,300,210,110,<e>,<b>,300,310,300,110,<e>,<b>,300,310,300,200,200,200,110,<e>,<b>,300,310,300,110,<e>,<b>,200,110,210,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23733,<b>,998,998,110,<e>,<b>,200,110,<e>,<b>,300,200,110,110,200,110,110,<e>,<b>,998,300,110,<e>,<b>,200,998,110,<e>,<b>,998,110,110,<e>,<b>,998,998,998,110,110,<e>,<b>,998,999,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23737,<b>,300,110,<e>,<b>,210,200,200,110,<e>,<b>,200,110,<e>,<b>,200,110,<e>,<b>,200,110,<e>,<b>,200,110,<e>,<b>,200,110,<e>,<b>,300,110,<e>,<b>,200,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23738,<b>,310,210,110,200,110,<e>,<b>,200,110,310,310,110,<e>,<b>,310,310,310,110,<e>,<b>,310,310,210,110,<e>,<b>,310,310,200,110,<e>,<b>,310,210,200,110,<e>,<b>,310,310,310,200,110,<e>,<b>,310,210,310,310,200,110,<e>,<b>,200,110,310,200,110,<e>,<b>,210,200,110,<e>,<b>,310,210,200,200,110,<e>,<b>,310,210,310,200,200,110,<e>,<b>,200,110,310,200,110,<e>,<b>,310,310,210,310,200,110,110,110,<e>,<b>,310,310,210,200,110,<e>,<b>,200,110,310,210,310,200,999,110,<e>,<b>,310,310,310,310,200,200,110,<e>,<b>,200,110,310.0,210,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23740,<b>,300,300,300,110,110,<e>,<b>,300,300,110,<e>,<b>,300,110,<e>,<b>,210,998,110,<e>,<b>,310,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,310,110,<e>,<b>,998,110,<e>,<b>,310,110,<e>,<b>,998,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,310,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23741,<b>,300,300,310,310,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,210,110,<e>,<b>,300,310,110,<e>,<b>,300,310,110,<e>,<b>,300,310,110,<e>,<b>,300,110,<e>,<b>,200,110,<e>,<b>,200,110,<e>,<b>,300,310,110,<e>,<b>,300,110,<e>,<b>,300,310,310,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23746,<b>,300,210,110,<e>,<b>,300,200,200,110,<e>,<b>,210,998,200,200,110,210,200,110,<e>,<b>,300,200,200,110,<e>,<b>,300,200,110,<e>,<b>,200,200,200,200,200,200,110,210,110,<e>,<b>,300,200,110,<e>,<b>,300,200,110,<e>,<b>,310,300,998,200,200,110,<e>,<b>,998,210,210,210,200,200,110,<e>,<b>,300,200,200,110,<e>,<b>,300,200,200,110,<e>,<b>,300,210,200,110,<e>,<b>,300,210,200,200,110,<e>,<b>,300,200,210,200,110,<e>,<b>,200,210,110,200,998,200,200,110,<e>,<b>,300,200,200,200,200,110,<e>,<b>,210,200,200,110,200,210.0,200,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23749,<b>,210,310,210,110,<e>,<b>,200,200,110,200,110,<e>,<b>,310,200,110,<e>,<b>,210,110,<e>,<b>,210,210,210,110,<e>,<b>,200,200,110,200,110,200,200,110,<e>,<b>,200,110,<e>,<b>,310,110,<e>,<b>,210,110,<e>,<b>,210,310,110,<e>,<b>,210,110,<e>,<b>,200,200,110,<e>,<b>,210,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23754,<b>,300,110,<e>,<b>,300,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23760,<b>,300,210,300,200,200,200,110,<e>,<b>,300,310,200,200,210,110,<e>,<b>,300,200,200,210,110,<e>,<b>,210,210,210,210,210,210,210,110,<e>,<b>,210,210,210,200,200,200,110,<e>,<b>,300,310,300,210,210,110,<e>,<b>,300,310,300,210,300,210,110,<e>,<b>,300,310,200,200,110,<e>,<b>,210,200,200,200,200,110,<e>,<b>,300,310,200,200,110,<e>,<b>,210,200,200,210,210,210,110,<e>,<b>,210,200,210,210,210,210,200,200,110,<e>,<b>,300,200,210,110,<e>,<b>,300,300,210,300,210,110,<e>,<b>,300,310,310,300,200,110,<e>,<b>,300,300.0,200,200,200,200.0,200.0,110.0,<e>,<b>,300.0,200.0,200,200,110.0,<e>,<b>,210.0,210.0,200.0,210,210,110.0,<e>,,,,,,,,,,,,,,,
23762,<b>,310,310,310,300,110,<e>,<b>,310,200,110,<e>,<b>,300,110,<e>,<b>,300,999,110,<e>,<b>,210,210,210,110,<e>,<b>,300,210,300,210,110,<e>,<b>,300,110,300,310,110,<e>,<b>,300,310,110,<e>,<b>,300,210,300,110,<e>,<b>,300,300,110,<e>,<b>,310,110,210,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23763,<b>,300,210,110,<e>,<b>,300,110,<e>,<b>,300,210,200,998,310,110,<e>,<b>,210,300,110,<e>,<b>,300,110,<e>,<b>,300,310,210,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,300,110,210,998,110,<e>,<b>,300,110,<e>,<b>,210,300,110,<e>,<b>,300,110,<e>,<b>,300,200,110,<e>,<b>,300,210,998,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23766,<b>,210,210,210,210,110,110,110,<e>,<b>,210,110,<e>,<b>,210,110,<e>,<b>,210,110,<e>,<b>,210,200,110,200,110,<e>,<b>,200,110,<e>,<b>,210,210,110,<e>,<b>,998,210,998,110,<e>,<b>,998,210,110,<e>,<b>,200,110,<e>,<b>,200,110,<e>,<b>,200,110,<e>,<b>,998,210,310,110,200,998,210,210,210,110,<e>,<b>,210,310,998,310,210,110,<e>,<b>,998,210,998,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23767,<b>,300,210,110,<e>,<b>,300,210,200,110,<e>,<b>,210,998,998,200,110,<e>,<b>,300,210,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,210,200,200,110,<e>,<b>,210,200,110,<e>,<b>,200,210,110,200,110,210,110,<e>,<b>,300,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23770,<b>,200,110,110,<e>,<b>,200,110,110,<e>,<b>,200,998,110,<e>,<b>,998,998,998,110,<e>,<b>,998,200,110,<e>,<b>,300,300,110,110,<e>,<b>,998,110,<e>,<b>,310,110,200,110,<e>,<b>,998,110,<e>,<b>,300,110,<e>,<b>,300,110,110,110,<e>,<b>,300,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23772,<b>,998,998,998,110,<e>,<b>,998,200,210,998,210,200,200,110,<e>,<b>,998,998,110,<e>,<b>,998,210,200,200,200,110,<e>,<b>,210,200,110,<e>,<b>,200,110,<e>,<b>,998,998,200,998,200,210,200,210,200,110,<e>,<b>,200,110,<e>,<b>,210,200,210,200,200,210,200,110,<e>,<b>,210,998,200,110,<e>,<b>,998,210,110,<e>,<b>,210,998,998,998,110,<e>,<b>,998,210,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23779,<b>,210,210,300,210,210,110,110,<e>,<b>,998,110,998,210,110,310,110,<e>,<b>,210,110,210,110,210,210,110,<e>,<b>,310,110,210,200,110,210,110,<e>,<b>,300,210,300,110,<e>,<b>,210,110,210,110,110,<e>,<b>,210,300,310,300,210,110,<e>,<b>,210,200,998,110,210,110,<e>,<b>,210,210,110,<e>,<b>,998,110,210,200,110,210,210,110,<e>,<b>,210,300,110,<e>,<b>,210,300,110,210,110,<e>,<b>,998,210,110,210,110,210,110,<e>,<b>,210,110,210,110,<e>,<b>,210,110,210,110,<e>,<b>,210,110,210,110,210,210,110,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23783,<b>,998,110,<e>,<b>,210,110,310,110,<e>,<b>,998,300,110,<e>,<b>,210,210,110,210,310,210,110,<e>,<b>,210,110,<e>,<b>,300,110,<e>,<b>,200,110,<e>,<b>,300,310,110,<e>,<b>,210,210,110,110,<e>,<b>,210,310,210,210,110,110,<e>,<b>,210,110,<e>,<b>,310,110,<e>,<b>,998,110,300,110,<e>,<b>,998,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,998,210,110,<e>,<b>,310,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23787,<b>,200,200,110,<e>,<b>,200,200,110,<e>,<b>,200,200,110,<e>,<b>,210,200,210,998,200,998,110,<e>,<b>,310,310,310,999,110,110,<e>,<b>,998,110,<e>,<b>,200,210,210,110,<e>,<b>,200,110,200,110,<e>,<b>,200,110,<e>,<b>,310,110,<e>,<b>,200,110,<e>,<b>,210,110,200,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23788,<b>,300,110,<e>,<b>,300,110,210,110,<e>,<b>,300,110,<e>,<b>,210,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,300,210,110,<e>,<b>,210,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23791,<b>,200,200,200,110,200,110,<e>,<b>,200,110,<e>,<b>,310,310,210,210,200,110,<e>,<b>,210,200,110,<e>,<b>,310,200,110,<e>,<b>,310,998,200,110,<e>,<b>,200,310,210,200,110,<e>,<b>,200,110,<e>,<b>,200,210,210,200,110,<e>,<b>,200,110,<e>,<b>,200,999,110,<e>,<b>,200,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23792,<b>,300,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,998,998,110,<e>,<b>,999,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,998,200,110,<e>,<b>,300,110,<e>,<b>,998,200,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,998,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23795,<b>,300,110,<e>,<b>,300,110,<e>,<b>,210,200,200,110,<e>,<b>,200,998,210,998,110,210,210,110,<e>,<b>,210,210,200,200,110,<e>,<b>,210,210,200,210,110,<e>,<b>,210,300,110,<e>,<b>,300,200,110,<e>,<b>,200,210,110,<e>,<b>,210,210,210,110,<e>,<b>,210,110,210,200,200,110,<e>,<b>,210,200,200,200,110,<e>,<b>,210,210,210,200,110,<e>,<b>,210,300,200,110,<e>,<b>,300,110,<e>,<b>,210,300,110,<e>,<b>,210,998,210,200,200,110,<e>,<b>,210,200,200,200,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23796,<b>,200,110,<e>,<b>,210,200,110,<e>,<b>,210,110,<e>,<b>,200,110,<e>,<b>,210,110,<e>,<b>,200,110,<e>,<b>,200,110,<e>,<b>,210,200,110,<e>,<b>,998,210,110,<e>,<b>,998,210,110,<e>,<b>,200,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23800,<b>,200,200,110,<e>,<b>,310,110,210,110,<e>,<b>,210,210,110,<e>,<b>,210,210,210,110,<e>,<b>,200,110,<e>,<b>,200,110,200,110,<e>,<b>,210,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23805,<b>,300,300,110,200,110,<e>,<b>,300,210,110,<e>,<b>,300,110,<e>,<b>,200,999,200,110,110,<e>,<b>,210,210,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,300,300,110,<e>,<b>,210,210,210,210,110,<e>,<b>,210,210,210,210,110,110,<e>,<b>,210,210,210,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,210,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23806,<b>,300,998,110,<e>,<b>,300,110,<e>,<b>,300,210,110,<e>,<b>,210,210,110,<e>,<b>,300,310,110,<e>,<b>,310,310,300,200,110,<e>,<b>,300,210,200,110,<e>,<b>,300,200,110,<e>,<b>,300,200,110,<e>,<b>,300,998,310,310,310,300,200,110,<e>,<b>,300,310,110,<e>,<b>,310,998,210,300,200,200,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23807,<b>,200,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,200,110,<e>,<b>,210,110,210,110,<e>,<b>,998,110,<e>,<b>,998,310,110,<e>,<b>,998,110,<e>,<b>,998,110,<e>,<b>,300,110,<e>,<b>,210,110,<e>,<b>,210,110,<e>,<b>,998,110,<e>,<b>,998,110,<e>,<b>,998,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,210,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23811,<b>,300,110,<e>,<b>,300,110,<e>,<b>,200,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,<b>,300,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23812,<b>,210,300,210,210,110,<e>,<b>,300,210,210,110,<e>,<b>,300,210,210,110,<e>,<b>,210,110,<e>,<b>,210,210,200,200,110,<e>,<b>,300,310,210,300,210,110,<e>,<b>,210,110,210,210,110,<e>,<b>,210,210,210,110,<e>,<b>,300,210,210,110,<e>,<b>,300,210,110,110,<e>,<b>,300,210,110,<e>,<b>,310,310,210,310,200,310,210,110,<e>,<b>,300,310,210,210,210,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23813,<b>,300,998,110,<e>,<b>,300,998,110,<e>,<b>,998,998,110,<e>,<b>,998,998,110,<e>,<b>,998,110,<e>,<b>,300,998,110,<e>,<b>,300,998,998,110,<e>,<b>,300,998,110,<e>,<b>,998,200,110,<e>,<b>,998,110,<e>,<b>,998,110,<e>,<b>,300,998,110,<e>,<b>,300,110,<e>,<b>,998,110,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
