4006,<b>,3,1,<e>,<b>,3,4,1,<e>,<b>,3,1,<e>,<b>,3,1,3,1,<e>,<b>,3,1,<e>,<b>,3,4,1,<e>,<b>,3,4,1,<e>,<b>,3,4,5,4,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,5,3,4,5,4,1,<e>,<b>,3,4,1,<e>,<b>,3,1,<e>,<b>,3,4,5,4,1,2,1,<e>,<b>,3,4,1,<e>,<b>,3,4,5,4,1,<e>,<b>,2,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,3,4,1,<e>,<b>,5,4,1,<e>,<b>,3,4,1,<e>,<b>,2,1,<e>,<b>,3,4,1,<e>,<b>,4,1,<e>,<b>,4,1,2,1,<e>,<b>,3,4,5,1,<e>,<b>,4,3,1,<e>,<b>,3,4,1,<e>,<b>,3,4,1,<e>,<b>,3,4,1,<e>,<b>,3,4,1,2,1,<e>,<b>,3,4,1,2,1,<e>,<b>,3,4,1,<e>,<b>,4,5,1,<e>,<b>,3,4,5,4,1,<e>,<b>,4,1,<e>,<b>,2,1,<e>,<b>,4,1,2,1,<e>,<b>,4,1,<e>,<b>,2,1,2,1,<e>,<b>,3,4,1,<e>,<b>,2,1,2,1,<e>,<b>,3,4,5,4,1,4,1,<e>,<b>,4,1,2,1,<e>,<b>,4,4.0,1,<e>,<b>,3,4,1,2,1,<e>,<b>,3.0,4,1,<e>,<b>,4,1,2,1.0,<e>,<b>,3,4,1,<e>,<b>,3.0,4.0,1,<e>,<b>,3,4,1,<e>,<b>,3.0,4.0,1.0,<e>,<b>,3,1,<e>,<b>,3.0,4.0,1,<e>,<b>,3,4,1,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4049,<b>,2,1,<e>,<b>,3,1,<e>,<b>,4,3,1,<e>,<b>,3,1,2,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,5,3,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,5,2,1,<e>,<b>,2,1,<e>,<b>,3,2,1,<e>,<b>,3,2,1,<e>,<b>,3,2,1,<e>,<b>,3,2,1,<e>,<b>,3,2,1,<e>,<b>,3,2,1,<e>,<b>,3,2,1,<e>,<b>,3,2,1,<e>,<b>,2,1,<e>,<b>,3,2,1,<e>,<b>,3,2,1,<e>,<b>,3,2,1,<e>,<b>,3,2,1,<e>,<b>,3,2,1,<e>,<b>,2,1,<e>,<b>,3,2,1,<e>,<b>,3,2,1,<e>,<b>,2,1,<e>,<b>,3,2,1,<e>,<b>,5,2,5,2,1,<e>,<b>,2,1,<e>,<b>,3,2,1,<e>,<b>,3,2,1,<e>,<b>,3,2,1,<e>,<b>,3,2,1,<e>,<b>,3,2,1,<e>,<b>,2,1,<e>,<b>,2,1,<e>,<b>,3,2,1,<e>,<b>,3,2,1,<e>,<b>,3,2,1,<e>,<b>,3,2,1,<e>,<b>,3,2,1,<e>,<b>,2,1,<e>,<b>,3,2,1,<e>,<b>,3,2,1,<e>,<b>,3,2,1,<e>,<b>,2,3,2,1,<e>,<b>,3,2,1,<e>,<b>,3,2,1,<e>,<b>,3,1,<e>,<b>,3,2,1,<e>,<b>,3,2,1,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4008,<b>,2,1,<e>,<b>,3,1,<e>,<b>,2,1,2,1,5,2,1,<e>,<b>,3,1,<e>,<b>,2,1,<e>,<b>,2,1,<e>,<b>,2,1,2,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,5,2,1,<e>,<b>,3,1,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4011,<b>,3,2,2,1,<e>,<b>,3,2,1,<e>,<b>,2,5,1,<e>,<b>,3,2,1,<e>,<b>,2,1,5,1,<e>,<b>,3,2,1,<e>,<b>,5,1,5,1,4,1,2,1,<e>,<b>,5,1,2,5,2,1,<e>,<b>,2,1,<e>,<b>,3,2,1,<e>,<b>,3,2,1,<e>,<b>,2,1,<e>,<b>,2,3,2,1,<e>,<b>,2,1,<e>,<b>,2,1,<e>,<b>,3,2,1,<e>,<b>,2,1,<e>,<b>,2,1,2,1,<e>,<b>,2,1,<e>,<b>,2,1,<e>,<b>,2,1,<e>,<b>,2,1,<e>,<b>,3,2,1,<e>,<b>,3,2,1,<e>,<b>,3,4,1,<e>,<b>,3,2,1,<e>,<b>,2,1,<e>,<b>,3,5,1,2,1,<e>,<b>,3,2,1,<e>,<b>,3,2,1,<e>,<b>,5,2,1,<e>,<b>,2,1,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4013,<b>,2,1,2,1,<e>,<b>,5,2,1,5,1,<e>,<b>,5,2,1,<e>,<b>,5,2,1,<e>,<b>,5,2,1,<e>,<b>,5,1,<e>,<b>,2,1,5,4,1,<e>,<b>,5,2,1,5,1,<e>,<b>,2,1,<e>,<b>,2,1,<e>,<b>,2,4,2,1,5,1,<e>,<b>,2,1,2,1,<e>,<b>,2,1,<e>,<b>,2,1,<e>,<b>,2,1,5,1,<e>,<b>,2,1,5,1,<e>,<b>,2,1,5,1,<e>,<b>,2,4,2,1,2,1,<e>,<b>,2,4,2,1,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4014,<b>,3,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,5,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,5,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4015,<b>,2,1,<e>,<b>,2,1,5,1,<e>,<b>,2,1,5,2,1,2,1,<e>,<b>,2,1,2,1,5,1,5,1,<e>,<b>,2,1,2,1,2,1,<e>,<b>,2,1,2,1,2,1,<e>,<b>,2,1,2,1,2,1,2,1,2,1,<e>,<b>,2,1,2,1,<e>,<b>,2,1,2,1,5,2,1,2,1,<e>,<b>,2,1,2,1,<e>,<b>,2,1,2,1,<e>,<b>,2,1,2,1,2,1,2,1,2,1,<e>,<b>,2,1,2,1,<e>,<b>,2,1,5,2,1,2,1,<e>,<b>,2,1,2,1,2,1,<e>,<b>,2,1,2,1,2,1,2,1,<e>,<b>,2,1,2,1,2,1,<e>,<b>,2,1,2,1,2,1,<e>,<b>,2,1,2,1,2,1,<e>,<b>,2,1,2,1,2,1,<e>,<b>,2,1,2,5,2,1,2,1,<e>,<b>,2,1,2,1,2,1,<e>,<b>,2,1,2,1,2,1,2,1,2,1,<e>,<b>,2,1,2,1,<e>,<b>,2,1,2,1,2,1,2,1,<e>,<b>,2,1,4,2,1,2,1,2,1,<e>,<b>,5,2,5,2,1,2,1,<e>,<b>,2,1,5,2,5,2,1,2,1,<e>,<b>,4,2,1,2,1,2,1,2,1,<e>,<b>,2,1,2,1,<e>,<b>,2,1,2,1,2,1,<e>,<b>,2,1,2,1,2,1,<e>,<b>,2,1,2,1,2,1,<e>,<b>,2,1,2,1,2,1,<e>,<b>,5,1,2,1,<e>,<b>,2,1,2,1,<e>,<b>,2,1,2,1.0,2,1,<e>,<b>,2,1,2,1.0,<e>,<b>,2,1,2,1,<e>,<b>,2,2.0,1,2,1,<e>,<b>,2,5,2.0,1,2,1,<e>,<b>,2,2.0,1.0,2,1,2,1,<e>,<b>,2.0,1.0,2,1,2,1,<e>,<b>,5,2,2.0,1.0,<e>,<b>,2.0,1.0,2.0,1.0,2,1,2,2.0,2,1,2.0,1,2,1.0,<e>,<b>,2,2.0,5,2,1.0,2.0,1,<e>,<b>,5.0,2,1,2.0,1,2,1.0,2.0,1.0,<e>,<b>,2,1,2.0,1.0,2,1,2,1.0,<e>,<b>,2.0,1,2,1.0,2.0,1.0,<e>,<b>,2.0,1.0,2,1,2,1.0,<e>,<b>,2.0,4.0,2.0,1.0,2.0,1.0,<e>,<b>,2,2.0,1,2,2.0,1.0,2.0,1.0,<e>,<b>,2.0,1.0,2.0,2,1.0,<e>,<b>,2.0,1.0,2.0,1.0,<e>,<b>,2,1,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,<e>,<b>,2.0,2,1,2.0,4.0,2.0,1.0,<e>,<b>,2.0,1.0,<e>,<b>,2.0,4.0,2.0,1,2,1.0,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4017,<b>,3,1,<e>,<b>,3,4,1,<e>,<b>,3,4,2,1,<e>,<b>,3,4,1,<e>,<b>,3,4,2,1,<e>,<b>,2,5,1,<e>,<b>,3,4,1,<e>,<b>,3,1,<e>,<b>,3,2,1,<e>,<b>,3,4,1,4,1,<e>,<b>,3,4,1,<e>,<b>,3,2,1,<e>,<b>,3,4,2,1,<e>,<b>,3,2,1,<e>,<b>,2,1,<e>,<b>,3,4,1,2,1,<e>,<b>,3,4,1,4,1,<e>,<b>,3,4,2,1,<e>,<b>,3,2,4,2,1,<e>,<b>,3,2,4,1,<e>,<b>,3,4,1,<e>,<b>,3,4,1,2,1,<e>,<b>,3,4,1,2,1,<e>,<b>,3,2,1,<e>,<b>,3,2,1,<e>,<b>,2,1,<e>,<b>,4,1,<e>,<b>,4,1,<e>,<b>,3,1,<e>,<b>,3,2,1,<e>,<b>,3,2,1,<e>,<b>,3,1,<e>,<b>,3,4,2,1,<e>,<b>,3,4,1,2,1,<e>,<b>,3,4,1,2,1,<e>,<b>,4,1,<e>,<b>,3,4,1,<e>,<b>,3,4,1,<e>,<b>,3,4,1,4,1,<e>,<b>,3,4,1,2,1,<e>,<b>,3,4,1,<e>,<b>,5,1,<e>,<b>,3,4,1,<e>,<b>,3,4,1,<e>,<b>,3,4,1,4,1,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4021,<b>,3,1,<e>,<b>,3,4,1,<e>,<b>,3,2,1,<e>,<b>,3,2,1,<e>,<b>,3,1,<e>,<b>,3,2,1,2,1,<e>,<b>,3,2,1,<e>,<b>,3,2,1,<e>,<b>,2,1,<e>,<b>,2,1,<e>,<b>,3,2,1,2,1,<e>,<b>,3,1,<e>,<b>,3,2,1,<e>,<b>,3,2,1,4,2,1,<e>,<b>,3,2,1,4,5,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,3,2,1,<e>,<b>,2,1,<e>,<b>,3,5,2,1,<e>,<b>,3,5,2,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,3,2,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,3,5,1,<e>,<b>,3,4,1,<e>,<b>,3,1,<e>,<b>,3,2,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,3,4,1,<e>,<b>,4,2,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,3,4,2,1,<e>,<b>,2,1,<e>,<b>,2,1,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4022,<b>,3,2,3,1,<e>,<b>,3,2,3,1,<e>,<b>,3,2,3,4,1,<e>,<b>,2,1,4,5,2,4,1,4,1,<e>,<b>,3,1,<e>,<b>,5,3,2,3,1,<e>,<b>,5,3,4,1,<e>,<b>,3,4,3,4,3,1,<e>,<b>,4,1,<e>,<b>,3,4,3,1,<e>,<b>,3,4,3,1,<e>,<b>,4,1,4,1,<e>,<b>,4,3,1,<e>,<b>,3,4,3,1,<e>,<b>,3,4,3,1,<e>,<b>,3,4,3,1,<e>,<b>,4,1,<e>,<b>,3,4,3,1,<e>,<b>,3,4,1,<e>,<b>,3,4,3,1,<e>,<b>,3,4,3,1,<e>,<b>,3,4,3,1,<e>,<b>,3,4,3,1,<e>,<b>,3,4,3,4,1,<e>,<b>,5,4,2,1,<e>,<b>,4,1,4,1,4,1,<e>,<b>,3,4,3,1,<e>,<b>,3,4,3,1,<e>,<b>,3,4,3,1,<e>,<b>,3,4,1,<e>,<b>,3,4,1,<e>,<b>,4,1,3,4,1,4,1,<e>,<b>,4,1,4,1,<e>,<b>,3,4,1,<e>,<b>,3,4,1,<e>,<b>,3,4,1,4,1,<e>,<b>,3,4,1,<e>,<b>,3,4,1,4,1,<e>,<b>,3,4,1,<e>,<b>,3,4,1,4,1,4,1,<e>,<b>,3,1,<e>,<b>,3,1,<e>,<b>,3,4,1,<e>,<b>,5,4,1,<e>,<b>,3,4,1,4,1,<e>,<b>,4,5,1,4,2,1,2,4,2,1,<e>,<b>,4,5,4,2,4,5,4,5,4,1,<e>,<b>,2,1,3,4,1,4,1,<e>,<b>,3,1,<e>,<b>,3.0,4,1,4,1,<e>,<b>,3,4,1,1.0,1,<e>,<b>,3,4,1,<e>,<b>,3,4,1.0,4,1,<e>,<b>,3,4,1,4.0,1.0,<e>,<b>,3,4,1,<e>,<b>,3.0,4.0,1.0,1,<e>,<b>,3,4,1.0,<e>,<b>,4,1,4,1,2.0,1.0,<e>,<b>,3.0,4.0,1.0,<e>,<b>,4,1,4.0,4,1.0,<e>,<b>,4.0,1,<e>,<b>,3.0,4,1,5.0,1.0,1,<e>,<b>,3.0,4,1,5.0,1.0,<e>,<b>,3.0,4.0,1.0,1,<e>,<b>,3,4.0,1.0,5,1,<e>,<b>,3.0,4,1.0,<e>,<b>,3,4.0,1.0,<e>,<b>,3.0,4.0,1.0,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
