,0,1
0,0,4
1,0,4
2,0,4
3,0,4
4,0,4
5,0,4
6,0,5
7,0,5
8,0,5
9,0,5
10,0,5
11,0,5
12,0,5
13,0,5
14,0,4
15,0,4
16,0,4
17,0,4
18,0,4
19,0,4
20,0,4
21,0,4
22,1,2
23,1,2
24,1,2
25,1,2
26,1,2
27,1,2
28,1,2
29,1,2
30,1,5
31,1,5
32,1,5
33,1,5
34,0,5
35,0,5
36,0,5
37,0,4
38,0,4
39,1,3
40,1,3
41,1,3
42,1,3
43,1,4
44,1,4
45,1,4
46,1,4
47,1,2
48,1,2
49,1,3
50,1,3
51,1,3
52,1,3
53,0,5
54,0,5
55,1,5
56,1,5
57,1,5
58,1,5
59,1,3
60,1,3
61,1,3
62,1,3
63,0,3
64,0,6
65,0,6
66,0,6
67,0,6
68,1,4
69,1,4
70,1,4
71,1,4
72,0,3
73,0,3
74,0,3
75,0,3
76,1,3
77,1,3
78,0,5
79,1,5
80,1,5
81,1,5
82,1,5
83,0,3
84,0,3
85,0,3
86,0,3
87,0,4
88,1,4
89,1,4
90,1,4
91,1,4
92,1,3
93,1,3
94,1,3
95,1,3
96,0,4
97,0,4
98,0,4
99,0,4
100,0,4
101,0,4
102,0,4
103,0,4
104,0,3
105,0,3
106,0,3
107,0,3
108,1,2
109,1,2
110,1,2
111,1,2
112,0,5
113,0,5
114,0,5
115,0,5
116,0,4
117,0,4
118,0,4
119,0,4
120,0,6
121,0,6
122,0,6
123,0,6
124,0,6
125,0,6
126,0,6
127,0,6
128,0,5
129,0,5
130,0,5
131,0,5
132,1,6
133,1,6
134,1,6
135,1,6
136,0,4
137,0,4
138,0,4
139,0,4
140,0,4
141,0,4
142,0,4
143,0,4
144,0,2
145,0,2
146,0,2
147,0,2
148,0,4
149,0,4
150,0,4
151,0,4
152,1,3
153,1,3
154,1,5
155,1,5
156,1,5
157,1,5
158,1,3
159,1,3
160,0,4
161,0,4
162,0,4
163,0,4
164,1,4
165,1,4
166,1,4
167,1,4
168,0,4
169,0,4
170,0,4
171,0,4
172,0,5
173,0,5
174,0,5
175,0,5
176,1,3
177,1,3
178,1,3
179,1,3
180,1,4
181,1,4
182,1,4
183,1,4
184,1,5
185,1,5
186,1,5
187,1,5
188,0,5
189,0,5
190,0,5
191,0,5
192,0,5
193,0,5
194,0,5
195,0,5
196,1,3
197,1,3
198,1,3
199,1,3
200,0,6
201,0,6
202,0,6
203,0,6
204,1,3
205,1,3
206,1,3
207,1,3
208,1,4
209,1,4
210,1,4
211,1,4
212,1,5
213,1,5
214,1,5
215,1,5
216,0,3
217,0,3
218,0,3
219,0,3
220,1,5
221,1,5
222,1,5
223,1,5
224,1,5
225,1,3
226,1,3
227,1,3
228,1,3
229,0,5
230,0,5
231,0,5
232,0,5
233,0,2
234,0,3
235,0,3
236,0,3
237,0,3
238,1,5
239,1,5
240,1,5
241,1,5
242,0,5
243,0,5
244,0,5
245,0,5
246,0,3
247,0,3
248,0,3
249,0,3
250,0,5
251,0,5
252,0,5
253,0,5
254,0,3
255,0,3
256,0,3
257,0,3
258,0,5
259,0,5
260,0,5
261,0,5
262,1,4
263,1,4
264,1,4
265,1,4
266,0,3
267,0,3
268,0,3
269,0,3
270,1,2
271,1,2
272,1,2
273,1,2
274,0,4
275,0,4
276,0,4
277,0,4
278,1,2
279,1,2
280,1,2
281,1,2
282,0,4
283,0,4
284,0,4
285,0,4
286,1,2
287,1,2
288,1,2
289,1,2
290,1,4
291,0,5
292,0,4
293,0,4
294,0,4
295,0,4
296,1,3
297,1,3
298,1,3
299,1,3
300,1,4
301,1,4
302,1,4
303,1,4
304,1,3
305,1,3
306,1,3
307,1,3
308,0,5
309,0,5
310,0,5
311,0,5
312,1,3
313,1,3
314,1,3
315,1,3
316,0,5
317,0,5
318,0,5
319,0,5
320,1,4
321,1,4
322,1,4
323,0,6
324,0,6
325,0,6
326,0,6
327,1,2
328,1,2
329,1,3
330,1,3
331,1,3
332,1,3
333,1,6
334,1,6
335,1,6
336,1,6
337,0,6
338,0,6
339,0,6
340,0,6
341,1,3
342,1,3
343,1,3
344,1,3
345,0,4
346,0,4
347,0,4
348,0,4
349,1,3
350,1,3
351,1,3
352,1,3
353,0,3
354,0,3
355,0,3
356,0,3
357,1,6
358,1,6
359,1,6
360,1,6
361,0,4
362,0,4
363,0,4
364,0,4
365,1,3
366,1,3
367,0,5
368,0,5
369,0,5
370,0,5
371,0,4
372,0,4
373,0,4
374,0,4
375,0,5
376,1,3
377,1,3
378,1,3
379,1,3
380,0,5
381,0,5
382,0,5
383,0,5
384,0,3
385,0,3
386,0,3
387,0,3
388,1,3
389,1,3
390,1,3
391,1,3
392,0,4
393,0,4
394,0,4
395,0,4
396,0,5
397,0,5
398,1,3
399,1,3
400,1,3
401,1,3
402,0,3
403,1,4
404,1,4
405,1,4
406,1,4
407,1,4
408,1,4
409,1,4
410,1,4
411,1,4
412,0,3
413,1,3
414,1,3
415,1,3
416,1,3
417,0,5
418,0,5
419,0,5
420,0,5
421,0,4
422,0,4
423,0,4
424,0,4
425,0,5
426,0,5
427,0,5
428,0,5
429,1,3
430,1,3
431,1,3
432,1,3
433,0,5
434,0,5
435,0,5
436,0,5
437,0,3
438,0,3
439,0,3
440,0,3
441,0,4
442,0,4
443,0,4
444,0,4
445,1,2
446,1,2
447,1,2
448,1,2
449,0,5
450,0,5
451,0,5
452,0,5
453,1,4
454,1,4
455,1,4
456,1,4
457,1,5
458,1,5
459,1,5
460,1,5
461,1,5
462,1,5
463,1,5
464,1,5
465,0,3
466,1,4
467,0,3
468,0,4
469,0,4
470,0,4
471,0,4
472,0,6
473,0,6
474,0,6
475,0,6
476,0,3
477,0,3
478,0,3
479,0,3
480,1,2
481,1,3
482,1,3
483,1,3
484,1,3
485,1,4
486,1,5
487,1,5
488,1,5
489,1,5
490,1,2
491,1,2
492,1,2
493,0,5
494,0,5
495,0,5
496,0,5
497,0,5
498,0,5
499,0,5
500,0,5
501,0,4
502,0,4
503,0,4
504,0,4
505,1,2
506,1,4
507,1,4
508,1,4
509,1,4
510,1,5
511,1,5
512,1,3
513,1,3
514,1,3
515,1,3
516,0,3
517,0,6
518,0,6
519,0,6
520,0,6
521,1,6
522,0,5
523,0,5
524,0,5
525,0,5
526,0,5
527,0,5
528,1,3
529,1,3
530,1,3
531,0,4
532,0,4
533,0,4
534,0,5
535,0,5
536,0,5
537,0,4
538,0,4
539,0,4
540,0,5
541,0,5
542,0,5
543,0,6
544,0,6
545,1,2
546,1,2
547,0,3
548,1,3
549,1,3
550,1,3
551,0,3
552,0,3
553,0,3
554,0,5
555,0,5
556,0,2
557,0,2
558,0,2
559,0,4
560,0,4
561,0,4
562,0,4
563,0,4
564,1,3
565,1,3
566,0,6
567,1,4
568,1,4
569,0,4
570,0,4
571,0,5
572,0,5
573,1,3
574,1,3
575,0,5
576,0,5
577,0,2
578,0,2
579,0,4
580,0,4
581,1,3
582,1,3
583,1,3
584,1,5
585,1,5
586,1,5
587,0,3
588,0,3
589,0,3
590,0,5
591,0,5
592,0,5
593,0,5
594,0,5
595,0,5
596,0,4
597,0,4
598,0,4
599,1,4
600,1,4
601,1,4
602,1,2
603,1,2
604,1,2
605,1,2
606,1,2
607,1,2
608,0,4
609,0,4
610,0,4
611,1,4
612,1,4
613,1,4
614,0,5
615,0,5
616,0,5
617,1,6
618,1,6
619,1,6
620,0,4
621,0,4
622,0,4
623,0,2
624,0,2
625,1,3
626,1,3
627,1,3
628,0,5
629,0,5
630,0,5
631,1,3
632,1,3
633,1,3
634,0,4
635,0,4
636,0,4
637,0,5
638,0,5
639,0,5
640,0,4
641,0,5
642,0,5
643,0,5
644,1,2
645,1,2
646,1,2
647,0,4
648,0,4
649,0,4
650,0,4
651,0,4
652,0,4
653,0,3
654,0,3
655,0,3
656,0,5
657,0,5
658,0,5
659,1,3
660,1,3
661,1,3
662,1,3
663,1,3
664,1,3
665,0,4
666,0,4
667,0,4
668,0,3
669,0,3
670,0,3
671,1,4
672,1,4
673,1,4
674,0,5
675,0,5
676,0,5
677,1,5
678,1,5
679,0,5
680,0,5
681,0,5
682,0,2
683,0,2
684,0,2
685,1,4
686,1,4
687,1,4
688,1,5
689,1,5
690,1,5
691,0,5
692,0,5
693,0,5
694,1,3
695,0,3
696,0,3
697,0,3
698,0,4
699,0,4
700,0,4
701,1,4
702,1,4
703,1,4
704,0,4
705,0,4
706,0,4
707,0,2
708,0,2
709,0,2
710,0,4
711,0,4
712,0,4
713,0,2
714,0,2
715,1,2
716,1,2
717,1,2
718,1,3
719,1,3
720,1,3
721,1,3
722,1,3
723,1,3
724,1,5
725,1,5
726,1,5
727,1,5
728,1,5
729,1,5
730,1,4
731,1,4
732,1,4
733,0,5
734,0,5
735,0,5
736,0,6
737,0,6
738,0,3
739,0,3
740,0,3
741,1,3
742,1,3
743,1,3
744,1,3
745,1,3
746,1,3
747,1,2
748,999,999
749,1,2
750,1,4
751,1,4
752,0,3
753,0,3
754,1,5
755,1,5
756,1,5
757,0,5
758,0,5
759,0,5
760,0,5
761,0,5
762,0,5
763,1,3
764,1,3
765,1,3
766,0,3
767,0,3
768,0,3
769,0,4
770,0,5
771,0,5
772,0,5
773,1,4
774,1,4
775,1,4
776,0,5
777,0,5
778,0,5
779,0,3
780,0,3
781,0,3
782,1,2
783,1,2
784,1,2
785,0,4
786,0,4
787,0,4
788,1,5
789,1,5
790,1,5
791,0,4
792,0,4
793,0,4
794,0,3
795,0,3
796,0,3
797,0,4
798,0,4
799,0,4
800,0,5
801,0,5
802,0,5
803,0,5
804,0,5
805,0,5
806,0,4
807,0,4
808,0,4
809,1,4
810,1,4
811,1,4
812,1,3
813,1,3
814,1,3
815,1,4
816,1,4
817,1,4
818,0,5
819,0,5
820,0,5
821,0,5
822,0,5
823,1,5
824,1,5
825,1,5
826,1,2
827,1,2
828,1,2
829,0,4
830,0,4
831,0,4
832,0,5
833,0,5
834,0,5
835,1,6
836,1,6
837,1,6
838,1,4
839,1,4
840,0,3
841,0,3
842,0,3
843,1,2
844,1,2
845,1,2
846,1,2
847,1,2
848,0,2
849,0,2
850,0,2
851,0,6
852,0,6
853,0,6
854,0,6
855,0,6
856,0,6
857,1,4
858,1,4
859,1,4
860,1,2
861,1,2
862,1,2
863,1,3
864,1,3
865,1,3
866,0,6
867,0,6
868,0,6
869,1,5
870,1,5
871,1,5
872,0,4
873,0,4
874,0,4
875,0,4
876,0,4
877,0,4
878,1,5
879,1,5
880,1,5
881,1,5
882,1,5
883,1,5
884,0,5
885,0,5
886,0,5
887,1,4
888,1,4
889,1,4
890,1,5
891,1,5
892,1,5
893,0,3
894,0,3
895,0,3
896,1,4
897,1,4
898,1,4
899,1,2
900,1,2
901,1,2
902,1,2
903,1,2
904,1,2
905,0,3
906,0,3
907,0,3
908,0,2
909,0,2
910,0,3
911,0,3
912,0,3
913,0,4
914,0,4
915,0,4
916,1,5
917,1,5
918,1,5
919,0,3
920,0,3
921,0,3
922,0,3
923,0,3
924,0,3
925,0,4
926,0,4
927,1,3
928,1,3
929,1,3
930,1,3
931,1,3
932,0,4
933,0,4
934,0,4
935,0,5
936,0,5
937,0,5
938,0,6
939,0,6
940,0,6
941,0,6
942,1,3
943,1,3
944,1,3
945,0,4
946,0,4
947,0,4
948,1,3
949,1,3
950,1,3
951,1,3
952,1,3
953,1,3
954,1,2
955,1,2
956,1,3
957,1,3
958,1,3
959,1,2
960,1,2
961,1,2
962,0,5
963,0,5
964,0,5
965,1,2
966,1,2
967,1,2
968,0,5
969,0,5
970,0,3
971,0,3
972,0,3
973,0,5
974,0,5
975,0,5
976,1,3
977,1,3
978,0,5
979,0,5
980,0,5
981,0,4
982,0,4
983,0,4
984,1,4
985,1,4
986,1,4
987,1,4
988,1,4
989,1,4
990,0,3
991,0,3
992,1,3
993,1,3
994,1,3
995,0,6
996,0,6
997,0,6
998,0,4
999,0,4
1000,0,4
1001,0,6
1002,0,6
1003,0,6
1004,1,3
1005,1,3
1006,1,3
1007,1,2
1008,1,2
1009,1,4
1010,1,4
1011,1,3
1012,1,3
1013,0,2
1014,0,2
1015,0,2
1016,1,2
1017,1,2
1018,1,2
1019,1,3
1020,1,3
1021,1,3
1022,0,4
1023,0,4
1024,0,4
1025,0,3
1026,0,3
1027,0,6
1028,0,6
1029,0,6
1030,0,5
1031,0,5
1032,0,5
1033,0,4
1034,0,4
1035,1,2
1036,1,3
1037,1,3
1038,1,3
1039,0,4
1040,0,4
1041,0,4
1042,1,2
1043,1,2
1044,1,2
1045,0,4
1046,0,4
1047,0,4
1048,1,4
1049,0,3
1050,0,5
1051,0,5
1052,0,4
1053,0,3
1054,0,3
1055,0,3
1056,0,6
1057,0,6
1058,1,5
1059,1,5
1060,0,5
1061,0,5
1062,0,5
1063,1,4
1064,1,4
1065,1,4
1066,1,4
1067,1,4
1068,1,4
1069,1,3
1070,1,3
1071,1,3
1072,0,3
1073,0,3
1074,0,3
1075,1,3
1076,1,3
1077,1,3
1078,0,6
1079,0,6
1080,0,6
1081,1,3
1082,1,3
1083,0,5
1084,0,4
1085,1,4
1086,1,4
1087,1,4
1088,1,3
1089,1,3
1090,1,3
1091,0,5
1092,1,1
1093,0,5
1094,0,6
1095,0,6
1096,1,6
1097,1,6
1098,0,4
1099,0,4
1100,0,4
1101,0,4
1102,0,2
1103,0,2
1104,1,2
1105,1,2
1106,0,6
1107,0,6
1108,0,3
1109,0,3
1110,0,4
1111,0,3
1112,0,5
1113,0,5
1114,1,4
1115,1,4
1116,0,5
1117,0,5
1118,1,5
1119,0,5
1120,0,4
1121,0,4
1122,0,3
1123,0,3
1124,0,4
1125,0,4
1126,1,5
1127,1,5
1128,1,3
1129,0,4
1130,0,4
1131,0,4
1132,0,4
1133,1,3
1134,1,3
1135,0,3
1136,0,3
1137,0,6
1138,0,6
1139,0,4
1140,0,4
1141,1,4
1142,1,4
1143,0,4
1144,0,4
1145,0,4
1146,1,3
1147,1,3
1148,0,6
1149,1,3
1150,1,3
1151,0,0
1152,0,0
1153,0,0
1154,0,0
1155,0,0
1156,0,0
1157,0,0
1158,0,0
1159,0,0
1160,0,0
1161,0,0
1162,0,0
1163,0,0
1164,0,0
1165,0,0
1166,0,0
1167,0,0
1168,0,0
1169,0,0
1170,0,0
1171,0,0
1172,0,0
1173,0,0
1174,0,0
1175,0,0
1176,0,0
1177,0,0
1178,0,0
1179,0,0
1180,0,0
1181,0,0
1182,0,0
1183,0,0
1184,0,0
1185,0,0
1186,0,0
1187,0,0
1188,0,0
1189,0,0
1190,0,0
1191,0,0
1192,0,0
1193,0,0
1194,0,0
1195,0,0
1196,0,0
1197,0,0
1198,0,0
1199,0,0
1200,0,0
1201,0,0
1202,0,0
1203,0,0
1204,0,0
1205,0,0
1206,0,0
1207,0,0
1208,0,0
1209,0,0
1210,0,0
1211,0,0
1212,0,0
1213,0,0
1214,0,0
1215,0,0
1216,0,0
1217,0,0
1218,0,0
1219,0,0
1220,0,0
1221,0,0
1222,0,0
1223,0,0
1224,0,0
1225,0,0
1226,0,0
1227,0,0
1228,0,0
1229,0,0
1230,0,0
1231,0,0
1232,0,0
1233,0,0
1234,0,0
1235,0,0
1236,0,0
1237,0,0
1238,0,0
1239,0,0
1240,0,0
1241,0,0
1242,0,0
1243,0,0
1244,0,0
1245,0,0
1246,0,0
1247,0,0
1248,0,0
1249,0,0
1250,0,0
1251,0,0
1252,0,0
1253,0,0
1254,0,0
1255,0,0
1256,0,0
1257,0,0
1258,0,0
1259,0,0
1260,0,0
1261,0,0
1262,0,0
1263,0,0
1264,0,0
1265,0,0
1266,0,0
1267,0,0
1268,0,0
1269,0,0
1270,0,0
1271,0,0
1272,0,0
1273,0,0
1274,0,0
1275,0,0
1276,0,0
1277,0,0
1278,0,0
1279,0,0
1280,0,0
1281,0,0
1282,0,0
1283,0,0
1284,0,0
1285,0,0
1286,0,0
1287,0,0
1288,0,0
1289,0,0
1290,0,0
1291,0,0
1292,0,0
1293,0,0
1294,0,0
1295,0,0
1296,0,0
1297,0,0
1298,0,0
1299,0,0
1300,0,0
1301,0,0
1302,0,0
1303,0,0
1304,0,0
1305,0,0
1306,0,0
1307,0,0
1308,0,0
1309,0,0
1310,0,0
1311,0,0
1312,0,0
1313,0,0
1314,0,0
1315,0,0
1316,0,0
1317,0,0
1318,0,0
1319,0,0
1320,0,0
1321,0,0
1322,0,0
1323,0,0
1324,0,0
1325,0,0
1326,0,0
1327,0,0
1328,0,0
1329,0,0
1330,0,0
1331,0,0
1332,0,0
1333,0,0
1334,0,0
1335,0,0
1336,0,0
1337,0,0
1338,0,0
1339,0,0
1340,0,0
1341,0,0
1342,0,0
1343,0,0
1344,0,0
1345,0,0
1346,0,0
1347,0,0
1348,0,0
1349,0,0
1350,0,0
1351,0,0
1352,0,0
1353,0,0
1354,0,0
1355,0,0
1356,0,0
1357,0,0
1358,0,0
1359,0,0
1360,0,0
1361,0,0
1362,0,0
1363,0,0
1364,0,0
1365,0,0
1366,0,0
1367,0,0
1368,0,0
1369,0,0
1370,0,0
1371,0,0
1372,0,0
1373,0,0
1374,0,0
1375,0,0
1376,0,0
1377,0,0
1378,0,0
1379,0,0
1380,0,0
1381,0,0
1382,0,0
1383,0,0
1384,0,0
1385,0,0
1386,0,0
1387,0,0
1388,0,0
1389,0,0
1390,0,0
1391,0,0
1392,0,0
1393,0,0
1394,0,0
1395,0,0
1396,0,0
1397,0,0
1398,0,0
1399,0,0
1400,0,0
1401,0,0
1402,0,0
1403,0,0
1404,0,0
1405,0,0
1406,0,0
1407,0,0
1408,0,0
1409,0,0
1410,0,0
1411,0,0
1412,0,0
1413,0,0
1414,0,0
1415,0,0
1416,0,0
1417,0,0
1418,0,0
1419,0,0
1420,0,0
1421,0,0
1422,0,0
1423,0,0
1424,0,0
1425,0,0
1426,0,0
1427,0,0
1428,0,0
1429,0,0
1430,0,0
1431,0,0
1432,0,0
1433,0,0
1434,0,0
1435,0,0
1436,0,0
1437,0,0
1438,0,0
1439,0,0
1440,0,0
1441,0,0
1442,0,0
1443,0,0
1444,0,0
1445,0,0
1446,0,0
1447,0,0
1448,0,0
1449,0,0
1450,0,0
1451,0,0
1452,0,0
1453,0,0
1454,0,0
1455,0,0
1456,0,0
1457,0,0
1458,0,0
1459,0,0
1460,0,0
1461,0,0
1462,0,0
1463,0,0
1464,0,0
1465,0,0
1466,0,0
1467,0,0
1468,0,0
1469,0,0
1470,0,0
1471,0,0
1472,0,0
1473,0,0
1474,0,0
1475,0,0
1476,0,0
1477,0,0
1478,0,0
1479,0,0
1480,0,0
1481,0,0
1482,0,0
1483,0,0
1484,0,0
1485,0,0
1486,0,0
1487,0,0
1488,0,0
1489,0,0
1490,0,0
1491,0,0
1492,0,0
1493,0,0
